transaction_ID,Customer ID,Transaction_Date,transaction_amount,product_service type,transaction_fees,Operational expenses
TRANS01459,CUST0011,2023-09-16,8448.77,Investment,55.87,205.65
TRANS01460,CUST0271,2023-02-06,742.77,Investment,108.37,456.92
TRANS01461,CUST0214,2023-06-07,4761.09,Personal loan,126.14,134.08
TRANS01462,CUST0255,2023-08-08,1308.03,Mortgage,69.33,255.47
TRANS01463,CUST0709,2023-08-03,8608.14,Mortgage,127.54,140.02
TRANS01464,CUST0069,2023-01-28,3359.16,Personal loan,113.73,490.46
TRANS01465,CUST0358,2023-09-08,4196.2,Investment,179.44,325.61
TRANS01466,CUST0262,2023-04-22,2177.47,Insurance,120.73,249.98
TRANS01467,CUST0805,2023-02-08,2169.6,Investment,188.02,451.32
TRANS01468,CUST0110,2023-03-30,676.03,Mortgage,197.14,238.03
TRANS01469,CUST0737,2023-04-27,5756.53,Investment,134.11,442.13
TRANS01470,CUST0001,2023-04-17,9795.56,Mortgage,16.13,127.44
TRANS01471,CUST0049,2023-09-17,5336.57,Investment,90.07,157.69
TRANS01472,CUST0395,2023-07-06,967.93,Insurance,48.1,370.87
TRANS01473,CUST0448,2023-05-31,7268.33,Mortgage,178.73,482.26
TRANS01474,CUST0750,2023-01-23,6087.3,Investment,21.28,206.46
TRANS01475,CUST0429,2023-08-18,7903.03,Personal loan,48.8,143.46
TRANS01476,CUST0992,2023-04-10,7097.38,Investment,165.18,96.95
TRANS01477,CUST0170,2023-08-07,4327.83,Insurance,72.63,375.2
TRANS01478,CUST0905,2023-03-20,8493.2,Personal loan,153.9,227.23
TRANS01479,CUST0423,2023-07-09,2670.63,Insurance,183.34,163.93
TRANS01480,CUST0504,2023-06-24,5793.91,Investment,21.84,40.43
TRANS01481,CUST0902,2023-04-22,6270.12,Personal loan,103.78,216.98
TRANS01482,CUST0387,2023-01-11,9278.34,Mortgage,163.08,442.31
TRANS01483,CUST0359,2023-02-19,6181.47,Personal loan,117.13,428.81
TRANS01484,CUST0559,2023-08-18,5014.33,Personal loan,125.9,493.99
TRANS01485,CUST0384,2023-02-18,7318.93,Investment,168.65,80.01
TRANS01486,CUST0103,2023-07-28,5027.64,Mortgage,163.42,320.72
TRANS01487,CUST0848,2023-06-07,8099.01,Mortgage,75.71,119.89
TRANS01488,CUST0490,2023-04-23,8848.27,Personal loan,23.44,214.78
TRANS01489,CUST0807,2023-09-16,2403.94,Personal loan,89.09,444.14
TRANS01490,CUST0884,2023-09-05,2975.83,Personal loan,150.46,241.08
TRANS01491,CUST0591,2023-04-04,2016.2,Mortgage,186.58,237.11
TRANS01492,CUST0666,2023-03-20,1270.25,Personal loan,178.63,477.14
TRANS01493,CUST0776,2023-01-12,4702.37,Insurance,100.97,242.49
TRANS01494,CUST0703,2023-02-28,7987.65,Investment,34.6,182.14
TRANS01495,CUST0230,2023-06-14,7400.94,Investment,147.43,339.38
TRANS01496,CUST0166,2023-09-04,2152.58,Investment,29.77,83.9
TRANS01497,CUST0462,2023-05-16,6191.55,Personal loan,104.35,274.37
TRANS01498,CUST0075,2023-01-12,4204.86,Investment,52.8,138.08
TRANS01499,CUST0818,2023-08-12,550.37,Personal loan,76.55,362.04
TRANS01500,CUST0866,2023-09-08,3561.54,Investment,100.74,292.83
TRANS01501,CUST0034,2023-08-16,8079.83,Mortgage,158.49,475.04
TRANS01502,CUST0301,2023-05-30,2202.15,Personal loan,176.53,370.07
TRANS01503,CUST0020,2023-03-14,6442.12,Personal loan,53.27,396.38
TRANS01504,CUST0326,2023-02-15,6931.17,Investment,186.94,194.44
TRANS01505,CUST0267,2023-08-05,2618.73,Mortgage,15.01,242.42
TRANS01506,CUST0974,2023-03-15,771.58,Mortgage,158.55,433.97
TRANS01507,CUST0107,2023-06-11,3072.81,Insurance,47.27,400.2
TRANS01508,CUST0075,2023-05-27,5544.94,Investment,125.55,199.91
TRANS01509,CUST0350,2023-06-25,7693.62,Insurance,82.08,167.31
TRANS01510,CUST0174,2023-06-28,1226.98,Mortgage,139.88,208.56
TRANS01511,CUST0909,2023-02-17,3399.5,Personal loan,13.44,245.71
TRANS01512,CUST0384,2023-08-21,4020.89,Mortgage,101.61,280.56
TRANS01513,CUST0164,2023-05-27,5732.32,Investment,83.55,237.11
TRANS01514,CUST0749,2023-06-11,9605.12,Insurance,81.67,454.24
TRANS01515,CUST0076,2023-06-10,8337.22,Personal loan,33.8,478.75
TRANS01516,CUST0560,2023-06-19,2020.75,Mortgage,143.25,437.65
TRANS01517,CUST0964,2023-01-31,8354.87,Personal loan,114.41,217.82
TRANS01518,CUST0919,2023-01-01,9230.57,Personal loan,31.96,115.72
TRANS01519,CUST0095,2023-02-24,4843.17,Personal loan,32.42,182.09
TRANS01520,CUST0346,2023-05-02,4797.55,Personal loan,126.97,447.16
TRANS01521,CUST0608,2023-06-03,452.03,Personal loan,181.67,336.63
TRANS01522,CUST0628,2023-04-04,1443.96,Mortgage,76.84,469.82
TRANS01523,CUST0914,2023-04-18,1638.32,Personal loan,75.19,227.26
TRANS01524,CUST0494,2023-03-09,4660.12,Mortgage,184.43,472.74
TRANS01525,CUST0721,2023-01-13,8665.72,Mortgage,55.25,31.44
TRANS01526,CUST0031,2023-02-22,8969.69,Personal loan,27.48,119.1
TRANS01527,CUST0441,2023-02-19,4678.45,Insurance,11.91,292.35
TRANS01528,CUST0965,2023-02-21,8160.25,Investment,88.48,102.72
TRANS01529,CUST0669,2023-09-22,9285.12,Personal loan,152.99,492.14
TRANS01530,CUST0168,2023-03-27,654.62,Investment,163.47,346.7
TRANS01531,CUST0621,2023-04-15,5258.62,Mortgage,111.88,389.24
TRANS01532,CUST0911,2023-08-27,5692.93,Insurance,18.7,327.79
TRANS01533,CUST0444,2023-08-17,6814.16,Mortgage,162.34,296.03
TRANS01534,CUST0160,2023-07-31,5596.25,Insurance,175.92,404.4
TRANS01535,CUST0054,2023-01-16,285.31,Mortgage,57.49,92.33
TRANS01536,CUST0103,2023-01-29,5816.24,Insurance,20.81,171.92
TRANS01537,CUST0339,2023-03-23,3384.02,Mortgage,20.76,137.94
TRANS01538,CUST0210,2023-06-19,9170.25,Investment,93.33,374.46
TRANS01539,CUST0997,2023-06-14,7978.25,Insurance,63.69,386.06
TRANS01540,CUST0194,2023-08-04,755.51,Insurance,69.68,253.61
TRANS01541,CUST0419,2023-03-27,1578.12,Insurance,124.46,312.97
TRANS01542,CUST0713,2023-06-13,8423.32,Mortgage,179.18,386.43
TRANS01543,CUST0567,2023-07-09,3457.61,Insurance,199.64,274.68
TRANS01544,CUST0739,2023-05-20,3814.88,Investment,34.65,321.48
TRANS01545,CUST0947,2023-08-28,5389.3,Mortgage,85.59,36.94
TRANS01546,CUST0747,2023-01-07,1743.1,Investment,134.94,66.59
TRANS01547,CUST0553,2023-02-06,6096.32,Mortgage,134.75,51.37
TRANS01548,CUST0271,2023-07-04,1955.05,Mortgage,24.51,30.3
TRANS01549,CUST0676,2023-06-25,1256.76,Mortgage,188.29,461.68
TRANS01550,CUST0288,2023-08-27,7845.2,Mortgage,49.11,437.34
TRANS01551,CUST0304,2023-01-29,3151.99,Investment,144.0,179.12
TRANS01552,CUST0243,2023-05-08,8592.41,Investment,164.55,63.17
TRANS01553,CUST0098,2023-02-28,7127.42,Mortgage,180.55,467.15
TRANS01554,CUST0050,2023-09-04,2787.82,Insurance,173.16,191.21
TRANS01555,CUST0402,2023-04-29,959.3,Mortgage,94.27,376.92
TRANS01556,CUST0585,2023-04-18,8782.78,Mortgage,67.52,479.82
TRANS01557,CUST0562,2023-06-06,3778.68,Mortgage,79.72,167.63
TRANS01558,CUST0860,2023-02-16,8311.63,Personal loan,114.77,51.69
TRANS01559,CUST0502,2023-04-17,3096.02,Personal loan,175.1,319.15
TRANS01560,CUST0157,2023-04-25,5298.49,Insurance,56.4,171.44
TRANS01561,CUST0055,2023-01-11,1832.63,Personal loan,179.67,454.17
TRANS01562,CUST0369,2023-08-28,3804.74,Investment,70.58,234.38
TRANS01563,CUST0003,2023-03-05,470.21,Personal loan,112.87,182.54
TRANS01564,CUST0437,2023-03-24,2100.77,Investment,29.83,104.1
TRANS01565,CUST0089,2023-04-06,1016.78,Investment,75.86,165.56
TRANS01566,CUST0301,2023-05-17,5109.35,Investment,88.06,405.12
TRANS01567,CUST0843,2023-01-25,8010.35,Personal loan,190.61,96.71
TRANS01568,CUST0677,2023-06-27,9059.06,Investment,102.38,442.67
TRANS01569,CUST0640,2023-04-29,1625.37,Personal loan,24.9,98.36
TRANS01570,CUST0614,2023-06-03,3467.15,Personal loan,183.29,76.85
TRANS01571,CUST0491,2023-05-21,4886.37,Mortgage,169.87,456.91
TRANS01572,CUST0204,2023-06-18,8751.4,Insurance,108.99,216.65
TRANS01573,CUST0099,2023-04-30,3172.55,Mortgage,67.94,289.6
TRANS01574,CUST0026,2023-02-24,3340.65,Investment,115.06,321.77
TRANS01575,CUST0211,2023-05-27,7717.87,Personal loan,33.32,355.93
TRANS01576,CUST0174,2023-01-21,1072.69,Personal loan,147.73,154.99
TRANS01577,CUST0653,2023-02-12,9824.51,Investment,159.71,427.04
TRANS01578,CUST0298,2023-08-02,5209.85,Personal loan,16.81,139.71
TRANS01579,CUST0083,2023-05-30,9927.93,Personal loan,54.67,74.41
TRANS01580,CUST0484,2023-04-06,2131.35,Insurance,93.65,473.79
TRANS01581,CUST0864,2023-07-10,461.87,Mortgage,155.2,456.41
TRANS01582,CUST0118,2023-02-19,3937.12,Investment,191.08,66.59
TRANS01583,CUST0315,2023-05-28,8661.62,Investment,14.05,38.9
TRANS01584,CUST0803,2023-03-26,1246.78,Mortgage,168.9,442.51
TRANS01585,CUST0407,2023-01-26,3178.72,Insurance,61.36,246.95
TRANS01586,CUST0482,2023-08-09,535.9,Personal loan,121.77,248.9
TRANS01587,CUST0500,2023-08-16,8496.43,Mortgage,67.08,388.23
TRANS01588,CUST0916,2023-05-19,8731.56,Mortgage,193.37,301.36
TRANS01589,CUST0676,2023-09-07,3399.57,Investment,21.35,494.13
TRANS01590,CUST0271,2023-05-29,8902.94,Personal loan,172.37,193.94
TRANS01591,CUST0093,2023-08-26,1120.72,Personal loan,82.95,231.65
TRANS01592,CUST0657,2023-09-04,7685.18,Personal loan,13.58,294.52
TRANS01593,CUST0557,2023-05-11,7480.99,Mortgage,82.69,234.72
TRANS01594,CUST0396,2023-05-19,322.55,Mortgage,94.36,29.53
TRANS01595,CUST0189,2023-08-15,7609.09,Insurance,52.65,256.05
TRANS01596,CUST0379,2023-03-03,6424.62,Insurance,82.07,342.45
TRANS01597,CUST0906,2023-09-06,2177.47,Investment,135.39,185.04
TRANS01598,CUST0390,2023-03-12,2085.5,Investment,111.17,183.09
TRANS01599,CUST0378,2023-07-08,2937.02,Mortgage,135.48,60.81
TRANS01600,CUST0191,2023-06-20,5369.53,Personal loan,15.95,197.58
TRANS01601,CUST0456,2023-05-26,7750.59,Personal loan,154.97,105.07
TRANS01602,CUST0045,2023-04-13,6744.13,Investment,188.07,319.53
TRANS01603,CUST0269,2023-02-05,2799.28,Personal loan,182.91,345.14
TRANS01604,CUST0450,2023-04-26,1659.21,Insurance,153.35,460.05
TRANS01605,CUST0476,2023-08-25,1233.16,Personal loan,73.88,73.27
TRANS01606,CUST0269,2023-01-18,9587.15,Investment,167.35,468.81
TRANS01607,CUST0231,2023-01-11,5640.3,Personal loan,59.88,481.0
TRANS01608,CUST0857,2023-03-26,1113.52,Insurance,153.13,114.62
TRANS01609,CUST0275,2023-08-01,5471.03,Mortgage,51.14,324.43
TRANS01610,CUST0577,2023-05-06,5538.72,Personal loan,15.2,160.33
TRANS01611,CUST0063,2023-01-01,2783.42,Mortgage,147.9,400.54
TRANS01612,CUST0154,2023-03-11,9438.45,Insurance,128.09,397.56
TRANS01613,CUST0770,2023-05-10,8059.63,Investment,174.49,190.26
TRANS01614,CUST0713,2023-05-14,5783.42,Insurance,158.7,492.11
TRANS01615,CUST0683,2023-01-25,1795.62,Investment,186.43,257.48
TRANS01616,CUST0099,2023-03-22,3182.64,Insurance,152.96,318.49
TRANS01617,CUST0087,2023-04-16,8933.21,Personal loan,163.41,303.35
TRANS01618,CUST0684,2023-04-23,5451.71,Insurance,115.13,496.02
TRANS01619,CUST0352,2023-04-10,602.19,Investment,190.97,195.3
TRANS01620,CUST0827,2023-08-02,387.03,Investment,187.17,141.3
TRANS01621,CUST0554,2023-06-05,9042.59,Insurance,64.61,266.44
TRANS01622,CUST0423,2023-07-06,599.51,Personal loan,198.27,491.38
TRANS01623,CUST0994,2023-02-24,3897.64,Mortgage,111.6,454.05
TRANS01624,CUST0774,2023-03-12,952.58,Investment,90.53,31.25
TRANS01625,CUST0603,2023-07-27,3979.98,Investment,146.65,172.91
TRANS01626,CUST0232,2023-07-28,7076.31,Mortgage,156.11,100.1
TRANS01627,CUST0566,2023-03-30,8923.63,Insurance,59.42,331.71
TRANS01628,CUST0062,2023-08-11,6331.76,Personal loan,192.46,356.25
TRANS01629,CUST0860,2023-01-01,6932.24,Insurance,98.79,146.29
TRANS01630,CUST0396,2023-04-27,4513.78,Mortgage,198.6,498.15
TRANS01631,CUST0838,2023-07-02,3620.68,Insurance,55.26,182.01
TRANS01632,CUST0535,2023-04-04,3390.09,Investment,182.47,150.96
TRANS01633,CUST0428,2023-04-01,2061.66,Mortgage,63.33,497.65
TRANS01634,CUST0988,2023-01-26,7608.19,Personal loan,139.69,335.21
TRANS01635,CUST0548,2023-04-09,8112.07,Personal loan,62.13,336.52
TRANS01636,CUST0703,2023-05-21,877.6,Investment,199.77,179.8
TRANS01637,CUST0887,2023-04-18,9235.56,Insurance,156.55,35.06
TRANS01638,CUST0958,2023-05-27,7667.84,Investment,66.21,438.58
TRANS01639,CUST0486,2023-02-02,5721.11,Personal loan,118.51,464.74
TRANS01640,CUST0586,2023-05-26,1019.87,Personal loan,17.34,25.13
TRANS01641,CUST0902,2023-07-07,8043.27,Insurance,62.11,295.35
TRANS01642,CUST0241,2023-04-24,7016.13,Personal loan,61.06,165.3
TRANS01643,CUST0487,2023-08-14,1062.9,Investment,57.6,115.83
TRANS01644,CUST0306,2023-03-18,3172.88,Investment,134.08,245.66
TRANS01645,CUST0080,2023-02-27,6479.74,Investment,156.6,206.43
TRANS01646,CUST0404,2023-05-19,7688.29,Mortgage,12.34,353.74
TRANS01647,CUST0924,2023-02-06,4758.4,Personal loan,68.31,149.74
TRANS01648,CUST0874,2023-02-14,9479.74,Personal loan,135.55,200.07
TRANS01649,CUST0731,2023-04-12,1522.84,Investment,168.84,196.06
TRANS01650,CUST0035,2023-08-17,8967.44,Mortgage,171.04,266.04
TRANS01651,CUST0514,2023-06-27,2654.72,Investment,94.32,496.95
TRANS01652,CUST0584,2023-07-24,3698.15,Personal loan,13.28,223.77
TRANS01653,CUST0922,2023-07-20,1915.2,Mortgage,11.69,359.49
TRANS01654,CUST0529,2023-07-01,9180.92,Investment,17.03,83.52
TRANS01655,CUST0819,2023-08-17,3370.25,Insurance,78.16,186.19
TRANS01656,CUST0585,2023-05-04,8621.84,Investment,131.17,145.56
TRANS01657,CUST0693,2023-03-24,3315.13,Personal loan,115.76,112.59
TRANS01658,CUST0635,2023-01-25,4926.32,Insurance,87.64,155.19
TRANS01659,CUST0150,2023-02-22,747.12,Personal loan,120.12,59.99
TRANS01660,CUST0123,2023-01-04,1217.58,Investment,25.11,235.94
TRANS01661,CUST0972,2023-04-23,4838.66,Mortgage,180.44,342.47
TRANS01662,CUST0775,2023-01-06,8473.09,Personal loan,114.78,406.63
TRANS01663,CUST0459,2023-08-15,2894.35,Personal loan,191.13,458.4
TRANS01664,CUST0177,2023-05-06,3551.29,Personal loan,93.68,433.51
TRANS01665,CUST0971,2023-04-21,5789.31,Insurance,59.02,449.99
TRANS01666,CUST0171,2023-04-05,5128.7,Insurance,159.48,31.04
TRANS01667,CUST0995,2023-06-21,4116.29,Mortgage,59.31,81.69
TRANS01668,CUST0216,2023-07-12,7171.3,Personal loan,104.04,385.79
TRANS01669,CUST0827,2023-09-10,1159.11,Mortgage,53.21,136.62
TRANS01670,CUST0197,2023-06-19,5605.88,Mortgage,43.15,105.01
TRANS01671,CUST0129,2023-06-15,802.15,Personal loan,175.54,51.18
TRANS01672,CUST0043,2023-02-06,3090.97,Investment,134.64,294.52
TRANS01673,CUST0433,2023-07-19,4663.65,Personal loan,54.21,133.73
TRANS01674,CUST0080,2023-03-17,5946.31,Investment,134.37,61.95
TRANS01675,CUST0699,2023-01-21,2461.9,Investment,45.01,56.2
TRANS01676,CUST0445,2023-07-25,2512.54,Personal loan,106.28,367.09
TRANS01677,CUST0206,2023-05-26,1674.3,Personal loan,93.66,373.52
TRANS01678,CUST0842,2023-07-14,4875.51,Personal loan,70.29,183.74
TRANS01679,CUST0642,2023-01-21,753.99,Investment,115.15,456.28
TRANS01680,CUST0151,2023-01-24,2161.56,Insurance,53.31,53.78
TRANS01681,CUST0854,2023-02-08,6971.19,Personal loan,190.82,299.72
TRANS01682,CUST0609,2023-07-28,4368.37,Insurance,198.47,483.51
TRANS01683,CUST0264,2023-07-06,9804.03,Investment,195.3,485.17
TRANS01684,CUST0327,2023-04-05,5715.39,Investment,13.06,322.88
TRANS01685,CUST0932,2023-02-03,3487.79,Mortgage,170.54,178.83
TRANS01686,CUST0744,2023-05-02,6971.92,Mortgage,171.39,339.17
TRANS01687,CUST0936,2023-03-22,1813.55,Insurance,112.68,314.03
TRANS01688,CUST0826,2023-08-15,6729.09,Investment,18.5,46.96
TRANS01689,CUST0068,2023-02-02,7419.73,Personal loan,54.59,86.58
TRANS01690,CUST0089,2023-05-07,7147.9,Personal loan,30.74,460.64
TRANS01691,CUST0397,2023-02-05,8383.81,Insurance,106.32,464.75
TRANS01692,CUST0569,2023-01-26,1231.8,Mortgage,31.5,109.08
TRANS01693,CUST0406,2023-04-08,6001.15,Insurance,24.72,364.76
TRANS01694,CUST0565,2023-03-30,3321.24,Insurance,48.77,63.96
TRANS01695,CUST0333,2023-06-18,1066.77,Mortgage,118.37,227.83
TRANS01696,CUST0877,2023-07-06,4507.64,Personal loan,167.54,349.09
TRANS01697,CUST0282,2023-07-27,3149.55,Personal loan,139.39,120.91
TRANS01698,CUST0532,2023-06-10,4117.36,Investment,23.56,364.15
TRANS01699,CUST0469,2023-03-08,6022.77,Mortgage,91.03,205.71
TRANS01700,CUST0939,2023-09-03,6886.54,Investment,63.79,320.22
TRANS01701,CUST0894,2023-02-10,6004.41,Insurance,14.69,112.47
TRANS01702,CUST0012,2023-01-06,8216.67,Personal loan,125.32,412.42
TRANS01703,CUST0805,2023-07-08,3341.34,Insurance,78.45,359.95
TRANS01704,CUST0717,2023-08-02,6485.39,Insurance,195.27,257.74
TRANS01705,CUST0638,2023-01-31,708.67,Personal loan,180.5,359.01
TRANS01706,CUST0601,2023-08-02,2254.36,Personal loan,81.2,245.22
TRANS01707,CUST0535,2023-06-27,1475.28,Mortgage,189.07,371.15
TRANS01708,CUST0800,2023-02-07,5849.6,Personal loan,65.87,304.07
TRANS01709,CUST0429,2023-01-18,7574.39,Investment,15.92,433.23
TRANS01710,CUST0115,2023-08-27,8117.41,Personal loan,79.98,232.41
TRANS01711,CUST0424,2023-09-18,7595.07,Insurance,65.27,263.64
TRANS01712,CUST0153,2023-06-07,6642.73,Insurance,38.51,58.19
TRANS01713,CUST0151,2023-09-03,4584.45,Mortgage,122.33,487.61
TRANS01714,CUST0580,2023-07-23,2985.88,Insurance,30.18,146.37
TRANS01715,CUST0602,2023-05-05,6194.16,Investment,50.18,441.52
TRANS01716,CUST0596,2023-06-14,4526.88,Mortgage,69.49,296.21
TRANS01717,CUST0776,2023-04-27,2136.05,Personal loan,146.0,110.89
TRANS01718,CUST0987,2023-02-20,8786.51,Personal loan,150.99,79.52
TRANS01719,CUST0962,2023-05-09,3067.38,Personal loan,158.86,385.6
TRANS01720,CUST0102,2023-06-26,7964.03,Insurance,145.44,110.34
TRANS01721,CUST0947,2023-01-21,6827.63,Insurance,188.59,427.34
TRANS01722,CUST0108,2023-06-07,9193.17,Investment,81.98,383.02
TRANS01723,CUST0576,2023-09-07,9373.1,Personal loan,120.71,129.3
TRANS01724,CUST0798,2023-08-01,7206.13,Investment,134.84,209.44
TRANS01725,CUST0103,2023-09-11,9159.67,Personal loan,38.51,421.3
TRANS01726,CUST0804,2023-01-01,9903.86,Mortgage,154.9,162.43
TRANS01727,CUST0292,2023-02-25,5869.0,Investment,133.35,217.9
TRANS01728,CUST0888,2023-06-16,6153.76,Investment,191.48,327.49
TRANS01729,CUST0548,2023-08-13,5153.2,Insurance,192.14,124.76
TRANS01730,CUST0901,2023-09-12,8491.6,Insurance,198.54,140.46
TRANS01731,CUST0352,2023-03-18,8539.8,Investment,117.43,185.48
TRANS01732,CUST0898,2023-04-05,717.86,Mortgage,199.58,135.57
TRANS01733,CUST0420,2023-01-29,9020.65,Insurance,129.76,23.35
TRANS01734,CUST0270,2023-05-25,9682.21,Personal loan,149.45,447.47
TRANS01735,CUST0392,2023-04-13,108.35,Investment,112.4,348.09
TRANS01736,CUST0670,2023-03-11,5644.3,Insurance,33.04,155.1
TRANS01737,CUST0497,2023-03-18,9789.09,Insurance,176.91,97.41
TRANS01738,CUST0585,2023-01-05,1186.01,Mortgage,161.66,49.58
TRANS01739,CUST0623,2023-06-06,2893.87,Investment,125.35,257.08
TRANS01740,CUST0484,2023-01-13,408.73,Personal loan,135.25,453.29
TRANS01741,CUST0038,2023-01-21,4373.98,Mortgage,108.86,48.99
TRANS01742,CUST0176,2023-03-13,5942.62,Investment,70.22,382.71
TRANS01743,CUST0282,2023-03-17,6289.62,Investment,47.05,226.45
TRANS01744,CUST0412,2023-01-22,7146.56,Insurance,119.3,343.54
TRANS01745,CUST0147,2023-03-13,4119.72,Investment,183.1,451.35
TRANS01746,CUST0633,2023-07-15,4408.38,Personal loan,72.45,234.05
TRANS01747,CUST0623,2023-06-17,2191.04,Insurance,161.81,489.04
TRANS01748,CUST0697,2023-05-11,1816.76,Insurance,195.72,343.76
TRANS01749,CUST0710,2023-09-09,1476.78,Personal loan,53.87,172.83
TRANS01750,CUST0411,2023-05-11,5598.67,Mortgage,69.82,390.27
TRANS01751,CUST0039,2023-01-08,8448.94,Personal loan,194.76,458.95
TRANS01752,CUST0405,2023-09-20,3666.85,Insurance,141.68,355.08
TRANS01753,CUST0910,2023-05-07,4230.63,Insurance,94.55,310.64
TRANS01754,CUST0900,2023-02-23,2955.86,Insurance,191.95,480.46
TRANS01755,CUST0339,2023-03-07,8740.08,Personal loan,87.89,293.22
TRANS01756,CUST0707,2023-04-22,1342.94,Investment,25.14,369.03
TRANS01757,CUST0243,2023-02-07,214.87,Investment,116.49,173.15
TRANS01758,CUST0050,2023-02-07,6519.05,Mortgage,24.52,191.89
TRANS01759,CUST0763,2023-04-23,1525.56,Investment,78.84,409.26
TRANS01760,CUST0486,2023-03-01,8860.4,Investment,101.99,197.81
TRANS01761,CUST0942,2023-01-11,6613.47,Insurance,53.77,164.12
TRANS01762,CUST0275,2023-06-06,9752.25,Insurance,159.4,254.76
TRANS01763,CUST0918,2023-06-08,1444.18,Personal loan,53.66,282.04
TRANS01764,CUST0381,2023-07-06,1458.48,Insurance,167.29,377.59
TRANS01765,CUST0020,2023-01-15,8078.82,Insurance,197.48,129.49
TRANS01766,CUST0345,2023-02-10,8615.51,Mortgage,185.89,101.87
TRANS01767,CUST0837,2023-05-03,8946.47,Investment,56.54,351.62
TRANS01768,CUST0812,2023-01-30,6984.37,Insurance,182.76,216.67
TRANS01769,CUST0310,2023-04-10,9310.08,Investment,138.08,442.39
TRANS01770,CUST0318,2023-05-05,6270.16,Insurance,136.52,175.7
TRANS01771,CUST0287,2023-08-17,4598.5,Investment,125.05,402.2
TRANS01772,CUST0863,2023-08-08,4298.83,Investment,161.21,473.7
TRANS01773,CUST0503,2023-02-25,8218.71,Insurance,74.9,213.56
TRANS01774,CUST0878,2023-01-08,3908.68,Personal loan,32.41,436.97
TRANS01775,CUST0712,2023-02-07,2334.84,Insurance,87.62,242.91
TRANS01776,CUST0701,2023-06-06,4305.24,Mortgage,105.95,93.29
TRANS01777,CUST0100,2023-06-14,173.56,Mortgage,38.2,374.17
TRANS01778,CUST0995,2023-04-08,5031.75,Investment,103.9,205.07
TRANS01779,CUST0889,2023-03-21,7336.04,Investment,177.47,475.82
TRANS01780,CUST0233,2023-07-21,7150.09,Personal loan,47.64,439.21
TRANS01781,CUST0137,2023-02-24,2765.58,Personal loan,44.18,398.37
TRANS01782,CUST0307,2023-02-19,9272.99,Insurance,96.27,203.1
TRANS01783,CUST0997,2023-02-22,5805.89,Investment,41.69,437.72
TRANS01784,CUST0761,2023-02-23,431.27,Investment,89.54,91.7
TRANS01785,CUST0453,2023-04-18,474.86,Insurance,155.45,195.54
TRANS01786,CUST0792,2023-01-15,4884.35,Mortgage,145.16,228.5
TRANS01787,CUST0845,2023-01-13,3748.93,Mortgage,99.27,412.35
TRANS01788,CUST0328,2023-05-05,5844.66,Investment,29.19,454.57
TRANS01789,CUST0275,2023-04-01,9621.2,Insurance,175.2,92.5
TRANS01790,CUST0746,2023-08-17,892.62,Personal loan,168.43,474.1
TRANS01791,CUST0426,2023-02-20,7328.84,Mortgage,14.55,124.16
TRANS01792,CUST0619,2023-03-13,5311.44,Insurance,41.72,27.87
TRANS01793,CUST0661,2023-09-16,8607.57,Personal loan,23.87,246.7
TRANS01794,CUST0091,2023-03-10,7530.76,Investment,107.83,150.03
TRANS01795,CUST0192,2023-01-19,2866.26,Personal loan,110.57,114.92
TRANS01796,CUST0452,2023-05-25,5217.8,Investment,83.74,258.71
TRANS01797,CUST0216,2023-05-27,5281.23,Insurance,90.25,95.99
TRANS01798,CUST0935,2023-02-24,6139.7,Mortgage,34.22,418.29
TRANS01799,CUST0843,2023-09-12,2527.79,Mortgage,142.42,429.83
TRANS01800,CUST0416,2023-01-11,6343.56,Insurance,55.87,153.28
TRANS01801,CUST0758,2023-02-07,6671.0,Insurance,65.74,111.17
TRANS01802,CUST0496,2023-09-15,6720.3,Investment,73.99,311.28
TRANS01803,CUST0777,2023-08-27,6872.33,Personal loan,166.7,259.59
TRANS01804,CUST0528,2023-01-19,5438.05,Mortgage,73.96,228.85
TRANS01805,CUST0888,2023-01-30,5838.32,Personal loan,125.66,428.77
TRANS01806,CUST0382,2023-02-14,6169.09,Insurance,30.48,253.92
TRANS01807,CUST0840,2023-03-22,9045.49,Investment,147.21,339.58
TRANS01808,CUST0057,2023-04-10,5396.83,Mortgage,24.01,189.62
TRANS01809,CUST0527,2023-07-27,206.76,Insurance,184.94,70.89
TRANS01810,CUST0810,2023-04-30,4594.94,Mortgage,190.48,477.42
TRANS01811,CUST0162,2023-03-23,9069.95,Personal loan,183.03,358.89
TRANS01812,CUST0067,2023-03-28,5782.26,Investment,129.86,311.75
TRANS01813,CUST0318,2023-08-12,3381.99,Mortgage,150.73,87.91
TRANS01814,CUST0726,2023-02-09,3593.85,Investment,92.78,269.01
TRANS01815,CUST0518,2023-03-16,9779.83,Mortgage,153.96,257.23
TRANS01816,CUST0413,2023-03-30,3016.72,Personal loan,143.02,123.87
TRANS01817,CUST0138,2023-09-07,1758.33,Insurance,149.35,255.44
TRANS01818,CUST0799,2023-03-09,6981.01,Mortgage,147.5,479.29
TRANS01819,CUST0871,2023-05-22,6016.6,Insurance,122.02,323.12
TRANS01820,CUST0536,2023-03-12,3110.3,Personal loan,165.82,182.52
TRANS01821,CUST0900,2023-07-20,7871.71,Personal loan,106.78,169.09
TRANS01822,CUST0582,2023-05-28,2678.39,Investment,38.93,316.87
TRANS01823,CUST0029,2023-02-15,6330.07,Insurance,11.48,313.58
